dt,MW
14-01-2011 23:15,4707
14-01-2011 23:30,4840
14-01-2011 23:45,4738
15-01-2011 00:00,3597
15-01-2011 00:15,4790
15-01-2011 00:30,5007
15-01-2011 00:45,4954
15-01-2011 01:00,5076
15-01-2011 01:15,5388
15-01-2011 01:30,5446
15-01-2011 01:45,5268
15-01-2011 02:00,5084
15-01-2011 02:15,5324
15-01-2011 02:30,5200
15-01-2011 02:45,5216
15-01-2011 03:00,5338
15-01-2011 03:15,5461
15-01-2011 03:30,5562
15-01-2011 03:45,5452
15-01-2011 04:00,5243
15-01-2011 04:15,5309
15-01-2011 04:30,5282
15-01-2011 04:45,5279
15-01-2011 05:00,5240
15-01-2011 05:15,5227
15-01-2011 05:30,5138
15-01-2011 05:45,5073
15-01-2011 06:00,5259
15-01-2011 06:15,5268
15-01-2011 06:30,5363
15-01-2011 06:45,5308
15-01-2011 07:00,5285
15-01-2011 07:15,5188
15-01-2011 07:30,5188
15-01-2011 07:45,5017
15-01-2011 08:00,5111
15-01-2011 08:15,4899
15-01-2011 08:30,4647
15-01-2011 08:45,4420
15-01-2011 09:00,4408
15-01-2011 09:15,4734
15-01-2011 09:30,4753
15-01-2011 09:45,4869
15-01-2011 10:00,4833
15-01-2011 10:15,4897
15-01-2011 10:30,4846
15-01-2011 10:45,5001
15-01-2011 11:00,4769
15-01-2011 11:15,4691
15-01-2011 11:30,4791
15-01-2011 11:45,5083
15-01-2011 12:00,5077
15-01-2011 12:15,5186
15-01-2011 12:30,5205
15-01-2011 12:45,4937
15-01-2011 13:00,4787
15-01-2011 13:15,4672
15-01-2011 13:30,4487
15-01-2011 13:45,4239
15-01-2011 14:00,4020
15-01-2011 14:15,3873
15-01-2011 14:30,3783
15-01-2011 14:45,3801
15-01-2011 15:00,3562
15-01-2011 15:15,3253
15-01-2011 15:30,2579
15-01-2011 15:45,2175
15-01-2011 16:00,1917
15-01-2011 16:15,1826
15-01-2011 16:30,1711
15-01-2011 16:45,1568
15-01-2011 17:00,1534
15-01-2011 17:15,1612
15-01-2011 17:30,1711
15-01-2011 17:45,1657
15-01-2011 18:00,1803
15-01-2011 18:15,1920
15-01-2011 18:30,2138
15-01-2011 18:45,2218
15-01-2011 19:00,2439
15-01-2011 19:15,2597
15-01-2011 19:30,2883
15-01-2011 19:45,3026
15-01-2011 20:00,3298
15-01-2011 20:15,3459
15-01-2011 20:30,3437
15-01-2011 20:45,3332
15-01-2011 21:00,3447
15-01-2011 21:15,3686
15-01-2011 21:30,3721
15-01-2011 21:45,3635
15-01-2011 22:00,3543
15-01-2011 22:15,3480
15-01-2011 22:30,3518
15-01-2011 22:45,3636
15-01-2011 23:00,3490
15-01-2011 23:15,3488
15-01-2011 23:30,3521
15-01-2011 23:45,3660
